epoch,train_loss,val_loss
1,1.941989616914229,
2,1.634376135739413,
3,1.5843760533766313,
4,1.5956464138897983,
5,1.5888639688491821,1.6752948760986328
6,1.5873686075210571,
7,1.5870891159231013,
8,1.5864467837593772,
9,1.5931476896459407,
10,1.5915886488827793,1.7003482580184937
11,1.5879022533243352,
12,1.5900108164007014,
13,1.5867825529792092,
14,1.5917748104442249,
15,1.5885380073027178,1.689382513364156
16,1.5869121659885754,
17,1.5845469994978472,
18,1.589748653498563,
19,1.5927714109420776,
20,1.591224800456654,1.683674693107605
21,1.5838402184573086,
22,1.5848223512822932,
23,1.5879694765264338,
24,1.5819527886130593,
25,1.5865343050523237,1.6771869262059529
26,1.587934840809215,
27,1.584978298707442,
28,1.589877258647572,
29,1.5864583578976719,
30,1.5860299522226506,1.679112474123637
31,1.5893767963756213,
32,1.5910670215433294,
33,1.5871958515860818,
34,1.5852637399326672,
35,1.590925162488764,1.7002895673116047
36,1.587638952515342,
37,1.5877036506479436,
38,1.5825264345515857,
39,1.5833515145561912,
40,1.5863610289313577,1.6823931137720745
41,1.5898952375758777,
42,1.5800749496980147,
43,1.5996638428081165,
44,1.593163544481451,
45,1.5896946408531882,1.6891569296518962
46,1.5933709361336448,
47,1.5858290845697576,
48,1.5990729982202703,
49,1.5900998332283713,
50,1.5884375897320835,1.6794470151265461
51,1.5881157354875044,
52,1.5829249295321377,
53,1.585389863361012,
54,1.5863214839588513,
55,1.5889727093956687,1.6758690277735393
56,1.5897500189867886,
57,1.5860514640808105,
58,1.583577188578519,
59,1.5876724069768733,
60,1.5902569077231667,1.6888318459192913
61,1.5936591841957786,
62,1.5811957120895386,
63,1.5865679329091853,
64,1.5850466598163953,
65,1.590689648281444,1.6748201847076416
66,1.5869952765378086,
67,1.5883466547185725,
68,1.591108961538835,
69,1.591998273676092,
70,1.5921263911507346,1.680636207262675
71,1.585633483800021,
72,1.5848604874177412,
73,1.5858950289812954,
74,1.590731143951416,
75,1.5852420221675525,1.689491073290507
