"asset","kurtosis","max","mean","min","sd","skewness"
"EURUSD",4.26146945630698,0.0403771126351504,-2.08225732603044e-05,-0.0473544137433278,0.00586273394059498,-0.0929168902181041
"EURZAR",4.29128893835765,0.0958421706585115,0.000201183989306403,-0.0461693334799014,0.00965936532696099,0.707285428622542
"GBPCNY",9.93273131819345,0.0447302658884747,-9.68073557280199e-05,-0.0766605168196612,0.00617460968173331,-0.547514238087334
"GBPUSD",12.5692256626899,0.0411534233417452,-6.68923213661866e-05,-0.0832093690464065,0.00636870839787484,-0.966041156112682
"GBPZAR",4.24349306796603,0.0934938544487736,0.000154952472001405,-0.047874532496202,0.00989671063913453,0.611276749043579
"USDZAR",4.12563440876434,0.105517747936311,0.000222844606050559,-0.0740251880110891,0.0108452796825276,0.555166306307948
